id	word__id	word__text	text	tone	cik_final	cik_initial	ling_final	ling_initial	cik_order	ling_order	cik_annotation	ling_annotation	li_annotate_cik_order	li_annotate_cik	li_annotate_ling_order	li_annotate_ling	comment	note	updated_time	created_time
xktewdkvm5y	xyehb5tzdya	包	包	1	郊	邊	交	邊	10	10	容	裹，又含容，姓							2025-05-16 17:04:55	2025-05-16 17:04:55
xuytfp3wqqr	xqn725sa257	胞	胞	1	郊	邊	交	邊	11	11	胎	胎							2025-05-16 17:04:55	2025-05-16 17:04:55
xnkjqj72d3s	xx3s78wvbt7	笣	笣	1	郊	邊	交	邊	12	12	竹名	竹名35			35	原作「苞」，乃「笣」之誤，《戚》作「笣」。《集》：「笣，班交切，竹名。」			2025-05-16 17:04:55	2025-05-16 17:04:55
x7qdc8n39s6			𩐜	1	郊	邊	交	邊	13	13	樂音4	樂名4	4	原作「歆匏」。《集》：「匏，蒲交切。」《字彙補》：「歆，蒲包切，樂名。」應讀陽平。此誤讀作陰平。	4	原作「歆匏」。《集》：「匏，蒲交切。」《字彙補》：「歆，蒲包切，樂名。」應讀陽平。此誤讀作陰平。			2025-05-16 17:04:55	2025-05-16 17:04:55
x7kscfh3y66			匏	1	郊	邊	交	邊	14	14	樂音4		4	原作「歆匏」。《集》：「匏，蒲交切。」《字彙補》：「歆，蒲包切，樂名。」應讀陽平。此誤讀作陰平。					2025-05-16 17:04:55	2025-05-16 17:04:55
x2uvzw9fkfn	x5gegj2n77v	飽	飽	2	郊	邊	交	邊	15	15	饜5	饜~	5	原作「飽⿰食孚」。《說文》：「飽，厭也」《字彙》：「⿰食孚，古文飽字。」原釋義佚。《林》注「餍飽」，據補。					2025-05-16 17:04:55	2025-05-16 17:04:55
xc82rkrcc8d	x5gegj2n77v	飽	𩛞	2	郊	邊	交	邊	16	16	饜5	同上	5	原作「飽⿰食孚」。《說文》：「飽，厭也」《字彙》：「⿰食孚，古文飽字。」原釋義佚。《林》注「餍飽」，據補。					2025-05-16 17:04:55	2025-05-16 17:04:55
xm3txp795tb	xen7mun66ye	豹	豹	3	郊	邊	交	邊	17	17	虎~	似虎							2025-05-16 17:04:55	2025-05-16 17:04:55
xmzhtgaza9z	xqzscbmyzte	炰	炮	3	郊	邊	交	邊	18	18	燔~6	燔	6	原作「炮包」。「包」乃「炰」之誤。石《林》皆作「炰」，《廣》《集》「炮、炰」為通用字。					2025-05-16 17:04:55	2025-05-16 17:04:55
xzjkzk8kk8u	xqzscbmyzte	炰	炰	3	郊	邊	交	邊	19	19	燔~6	燔	6	原作「炮包」。「包」乃「炰」之誤。石《林》皆作「炰」，《廣》《集》「炮、炰」為通用字。					2025-05-16 17:04:55	2025-05-16 17:04:55
xkfatv8jp9x	x3dnxad35qw	𥄹	𥄹	3	郊	邊	交	邊	20	20	目怒7	目怒7	7	原作「𧵢」，乃「𥄹」之误。《集》：「𥄹，皮敎切，目怒也。」《林》注「目怨」，乃「目怒」之误。據反切應讀陽去，今口語仍讀陰去。部分濁去字有實讀陰去的。	7	原作「𧵢」，乃「𥄹」之误。《集》：「𥄹，皮敎切，目怒也。」《林》注「目怨」，乃「目怒」之误。據反切應讀陽去，今口語仍讀陰去。部分濁去字有實讀陰去的。			2025-05-16 17:04:55	2025-05-16 17:04:55
x22638ns8c6	xynncepsp9s	爆	爆	3	郊	邊	交	邊	21	21	杖	杖							2025-05-16 17:04:55	2025-05-16 17:04:55
xwn9z4ydwdq			鮑	5	郊	邊	交	邊	22	22	鱼	姓							2025-05-16 17:04:55	2025-05-16 17:04:55
x2zkdj76ghg			匏	5	郊	邊	交	邊	23	23	瓠	瓠							2025-05-16 17:04:55	2025-05-16 17:04:55
x8z7eanstp8	xy785gyw9cb	庖	庖	5	郊	邊	交	邊	24	24	廚	廚							2025-05-16 17:04:55	2025-05-16 17:04:55
xdqwn4rtkrh	xsb674sp8ju	苞	苞	5	郊	邊	交	邊	25	25	草名	草名							2025-05-16 17:04:55	2025-05-16 17:04:55
xehthvfpy69	x5f89r2z7s8	咆	咆	5	郊	邊	交	邊	26	26	哮	哮36			36	原書無釋義。《戚》注「哮」。據補。			2025-05-16 17:04:55	2025-05-16 17:04:55
xkufhcux4t8			⿰飠皮	7	郊	邊	交	邊	27	27	手撀人頭8		8	原作「⿰食皮」，《林》作「⿰包犮」。「⿰食皮」乃新創方言俗字。「⿰包犮」乃「𢼌」之誤。《集》：「𢼌，皮敎切，手擊。」音義合。					2025-05-16 17:04:55	2025-05-16 17:04:55
xj92sgymwzs			𢼌	7	郊	邊	交	邊	28	28		手撀8			8	原作「⿰食皮」，《林》作「⿰包犮」。「⿰食皮」乃新創方言俗字。「⿰包犮」乃「𢼌」之誤。《集》：「𢼌，皮敎切，手擊。」音義合。			2025-05-16 17:04:55	2025-05-16 17:04:55
xscty4gvsfv	xdby98cs627	交	交	1	郊	求	交	求	29	29	接	接							2025-05-16 17:04:55	2025-05-16 17:04:55
xgs8zndahk2	xwjdj87vzcf	蛟	蛟	1	郊	求	交	求	30	30	龍	有鳞無角							2025-05-16 17:04:55	2025-05-16 17:04:55
xnjcjgufhj5	x4dd96cbwve	鮫	鮫	1	郊	求	交	求	31	31	鮹，鱼名	鮹，鱼名							2025-05-16 17:04:55	2025-05-16 17:04:55
xcgn985984w	xwgmtdt386v	郊	郊	1	郊	求	交	求	32	32	社	社							2025-05-16 17:04:55	2025-05-16 17:04:55
x6bnjen5acg	x497jjqhm3s	鵁	鵁	1	郊	求	交	求	33	33	似鳧	似鳧							2025-05-16 17:04:55	2025-05-16 17:04:55
xmgshqqfrym	xfn22hczcs2	勾	勾	1	郊	求	交	求	34	34	鎖	曲							2025-05-16 17:04:55	2025-05-16 17:04:55
xvxbpz6c8rb	xgvzsswfvfg	鉤	鈎	1	郊	求	交	求	35	35	釣~	釣~							2025-05-16 17:04:55	2025-05-16 17:04:55
xsrhmqxb7bn	xgmy52duj88	𠚸	𠚸	1	郊	求	交	求	36	36	鐮	鐮~							2025-05-16 17:04:55	2025-05-16 17:04:55
xc7u6mrubty	xnnt29h34t5	膠	膠	1	郊	求	交	求	37	37	鱼~	魚~							2025-05-16 17:04:55	2025-05-16 17:04:55
xr4388gfxza	xuuku2y7c2c	溝	溝	1	郊	求	交	求	38	38	壑	壑							2025-05-16 17:04:55	2025-05-16 17:04:55
xen4gg8s89f	x7gewbq4usu	九	九	2	郊	求	交	求	39	39	数目	数目名							2025-05-16 17:04:55	2025-05-16 17:04:55
xkuw7t9bwjr	x66uap6y29g	垢	垢	2	郊	求	交	求	40	40	油~	油~							2025-05-16 17:04:55	2025-05-16 17:04:55
x7g8q4c4ftm	x66uap6y29g	垢	坸	2	郊	求	交	求	41	41	油~	油~							2025-05-16 17:04:55	2025-05-16 17:04:55
xadzzczxbqp	xkjtgqgp5ru	教	敎	3	郊	求	交	求	42	42	訓	訓							2025-05-16 17:04:55	2025-05-16 17:04:55
xazf28j4knm			斠	3	郊	求	交	求	43	43	平斗斛	量平升斗							2025-05-16 17:04:55	2025-05-16 17:04:55
xgjbb8zyx7b	xvjkbh5m2d9	硣	硣	3	郊	求	交	求	44	44	酒~9	酒~9	9	原作「硣」。虛交切，本指山勢。音義不合。借其字表示方言詞。指酒的量器，容量半斤。可能是「斠」引申用法。	9	原作「硣」。虛交切，本指山勢。音義不合。借其字表示方言詞。指酒的量器，容量半斤。可能是「斠」引申用法。			2025-05-16 17:04:55	2025-05-16 17:04:55
xzx9jrtm6bw	xhnn67bxcgj	較	較	3	郊	求	交	求	45	45	比量	計~							2025-05-16 17:04:55	2025-05-16 17:04:55
x6rkxauepeu	x6a95dazaxv	猴	猴	5	郊	求	交	求	47	47	獸名	獸名							2025-05-16 17:04:55	2025-05-16 17:04:55
xwu9fzkk8fp	xhm45mn6dww	厚	厚	7	郊	求	交	求	48	48	不薄	不薄							2025-05-16 17:04:55	2025-05-16 17:04:55
xfbe6wxq3ek			䦰	1	郊	氣	交	悉	49	49	拈~分產業書10	書，分產	10	原作「闡」，乃「鬮」之誤。《林》作「鬮」。居求切。《辭源》釋：「古時抓取物具以決勝負。」此處所注義合。					2025-05-16 17:04:55	2025-05-16 17:04:55
xbwfp2gkw4f	x8cz2jffu3d	兜	兜	1	郊	低	交	聲	51	51	~鍪，即鐡盔11	鍪，即鐡盔	11	原註「~……鐵即盔」。《林》註「~鍪，即鐵盔」。據《改》。《說文》：「兜鍪，首鎧也。」義和。					2025-05-16 17:04:55	2025-05-16 17:04:55
x4njae7wv6n	xt6t9mpjzdw	㨮	㨮	1	郊	低	交	聲	52	52	攬，包當也	攬，包當也							2025-05-16 17:04:55	2025-05-16 17:04:55
xgpxmy6qxs2			侸	1	郊	低	交	聲	53	53	佔~12	佔~12	12	《集》：「侸，當侯切，佔侸，極疲也。」口語無此說法。	12	《集》：「侸，當侯切，佔侸，極疲也。」口語無此說法。			2025-05-16 17:04:55	2025-05-16 17:04:55
xxhtygdr8a3			株	1	郊	低	交	聲	54	54	𣗬	𣗬~							2025-05-16 17:04:55	2025-05-16 17:04:55
xcj4umdckwp	xxv88a3vpdm	斗	斗	2	郊	低	交	聲	55	55	升斗星斗	升斗星~							2025-05-16 17:04:55	2025-05-16 17:04:55
xezebw8hzxy	xgzw2axvbxw	枓	枓	2	郊	低	交	聲	56	56	栱斗柄斗	枓~柄~							2025-05-16 17:04:55	2025-05-16 17:04:55
xy4j2v4vgsp	xgfypbmbdfd	抖	抖	2	郊	低	交	聲	57	57	~擞13	擞	13	原作「枓」。重出。乃「抖」之誤。《林》作「抖」。釋義佚。《林》作「擞」。《玉篇》：「抖，抖擻，起物也。」據補。					2025-05-16 17:04:55	2025-05-16 17:04:55
xkey9b497pu			蚪	2	郊	低	交	聲	58	58	蝌~，蝦蟆子也	蝌~，蝦蟆子也							2025-05-16 17:04:55	2025-05-16 17:04:55
xn47q72xums			陡	2	郊	低	交	聲	59	59	忽然	忽然							2025-05-16 17:04:55	2025-05-16 17:04:55
xzr7h7afcc8	xrn7mcpf8fk	罩	罩	3	郊	低	交	聲	60	60	籠~	籠							2025-05-16 17:04:55	2025-05-16 17:04:55
xqnb5cwy4vb			䍜	3	郊	低	交	聲	61	61	覆鳥之具	覆鳥，令其不走							2025-05-16 17:04:55	2025-05-16 17:04:55
x7dekwdq5ds	xt585kkscz3	鬭	鬭	3	郊	低	交	聲	62	62	二人爭強	二人爭衡							2025-05-16 17:04:55	2025-05-16 17:04:55
xq7qbky38vz	xt585kkscz3	鬭	鬦	3	郊	低	交	聲	63	63	二人爭強	二人爭衡							2025-05-16 17:04:55	2025-05-16 17:04:55
xz6hqse7cnj	xt585kkscz3	鬭	鬪	3	郊	低	交	聲	64	64	二人爭強	二人爭衡							2025-05-16 17:04:55	2025-05-16 17:04:55
x96793wmrsp	xdycypqjckf	骰	骰	5	郊	低	交	聲	65	65	色馬	色馬也							2025-05-16 17:04:56	2025-05-16 17:04:56
x5qt7szkda3	xrxatgewfx3	投	投	5	郊	低	交	聲	66	66	遞文書	棄也遞							2025-05-16 17:04:56	2025-05-16 17:04:56
xn2gndx9pnz	xhwqayda9zp	豆	豆	7	郊	低	交	聲	67	67	竹器	竹器菽							2025-05-16 17:04:56	2025-05-16 17:04:56
xv8etjyj3aa	x698feubxpw	荳	荳	7	郊	低	交	聲	68	68	菽也								2025-05-16 17:04:56	2025-05-16 17:04:56
xvkzgsdrbhw	xbybhjacjn6	郖	郖	7	郊	低	交	聲	69	69	地名	地名							2025-05-16 17:04:56	2025-05-16 17:04:56
x6qfjz4zwpk	xmte9bt2d2m	拋	拋	1	郊	波	交	波	70	70	撇也14	撇	14	原作「枹」，乃「拋」之誤。石、《林》皆作「拋」。《廣》：「拋，匹交切，拋擲。」義通。					2025-05-16 17:04:56	2025-05-16 17:04:56
xghhkfz9n5y	xp38kfrcs87	枹	枹	1	郊	波	交	波	71	71	柚~果名15	柚，果名15	15	原作「枹」。《說文》：「枹，擊鼓杖。」防無切。音義不合，借其字表示方言詞，指柚子。今仍此說。	15	原作「枹」。《說文》：「枹，擊鼓杖。」防無切。音義不合，借其字表示方言詞，指柚子。今仍此說。			2025-05-16 17:04:56	2025-05-16 17:04:56
x48vznd959k	xp22scgd4zc	脬	脬	1	郊	波	交	波	72	72	脬~16	脬~16	16	原註「𦣛脬」。「𦣛」本義驢腸胃。此借其字表示方言詞。「𦣛脬」即「卵脬」，指男子陰囊。	16	原註「𦣛脬」。「𦣛」本義驢腸胃。此借其字表示方言詞。「𦣛脬」即「卵脬」，指男子陰囊。			2025-05-16 17:04:56	2025-05-16 17:04:56
xzf9kyjbzjb	x4p94wf483e	雹	雹	3	郊	波	交	波	73	73	冰塊	陰陽凝結而成							2025-05-16 17:04:56	2025-05-16 17:04:56
x8pdbdpe93a	xvyayenqbpk	泡	泡	3	郊	波	交	波	74	74	水上浮浪	水上浮也							2025-05-16 17:04:56	2025-05-16 17:04:56
x42sjwf8jdr			𣚇	3	郊	波	交	波	75	75	張大	張大37			37	原作「囊」，乃「㯱」之誤。《戚》作「㯱」。《集》∶「㯱，叵到切，囊張大貌」，音義合。原註可能佚「囊」字。			2025-05-16 17:04:56	2025-05-16 17:04:56
x7knb8p24cx	xnzrzbuhzsk	炮	炮	3	郊	波	交	波	76	76	制~	銃38			38	原註「統」，乃「銃」之誤。《石》注「銃」。「銃」乃民間用火藥發射彈丸的管形火器，明·邱濬《大學衍義補》：「近世以火藥寶銅鐵器中，亦謂之炮，又謂之銃。」故以「銃」注「炮」。			2025-05-16 17:04:56	2025-05-16 17:04:56
xwe2qjd3ckf	xfyajx6eyfp	鮑	鮑	3	郊	波	交	波	77	77	魚								2025-05-16 17:04:56	2025-05-16 17:04:56
x9hkpz92km3			砲	3	郊	波	交	波	78	78	機石17	機石17	17	原註「磯石」，乃「機石」之誤。《集》：「砲，披敎切，機石也。」	17	原註「磯石」，乃「機石」之誤。《集》：「砲，披敎切，機石也。」			2025-05-16 17:04:56	2025-05-16 17:04:56
xbhbkj2dsgk			皰	3	郊	波	交	波	79	79	面瘡	面瘡							2025-05-16 17:04:56	2025-05-16 17:04:56
xjwdaq2tn7x			爆	3	郊	波	交	波	80	80	竹~	竹~							2025-05-16 17:04:56	2025-05-16 17:04:56
x3cu97fsuq9	xxge2rkh8nc	跑	跑	5	郊	波	交	波	81	81	疾走	疾走							2025-05-16 17:04:56	2025-05-16 17:04:56
xsa7cfemwyc	xm5utetcyg7	偷	偷	1	郊	他	交	皆	82	82	竊取	竊取							2025-05-16 17:04:56	2025-05-16 17:04:56
x682kbzjmgz	xmsb9dpv4s6	鍮	鍮	1	郊	他	交	皆	83	83	石似金	石似金							2025-05-16 17:04:56	2025-05-16 17:04:56
xqkvnnqq7v8			婾	1	郊	他	交	皆	84	84	薄也	薄							2025-05-16 17:04:56	2025-05-16 17:04:56
xputde8bgqp	xrb42kbemg5	透	透	3	郊	他	交	皆	85	85	通~	通~							2025-05-16 17:04:56	2025-05-16 17:04:56
xcfa73zj8gy			𣝥	3	郊	他	交	皆	86	86	地名18	地名18	18	原作「⿱棥𠫗」乃「𣛾」之誤。《康》：「𣛾，他候切，音透，地名，在高陵。」此字已出現于「須」韵。是為誤讀，此處音義始合。	18	原作「⿱棥𠫗」乃「𣛾」之誤。《康》：「𣛾，他候切，音透，地名，在高陵。」此字已出現于「須」韵。是為誤讀，此處音義始合。			2025-05-16 17:04:56	2025-05-16 17:04:56
xeksjuwmdpm	xz38yf7kzxf	頭	頭	5	郊	他	交	皆	87	87	面，又起~	居衆體之上，起頭							2025-05-16 17:04:56	2025-05-16 17:04:56
x27ecc9j6ha	xd8xrc9grzu	糟	糟	1	郊	曾	交	之	88	88	酒粕	酒粕							2025-05-16 17:04:56	2025-05-16 17:04:56
x47yeb76fxj	x8txqegtywc	㷮	㷮	1	郊	曾	交	之	89	89	柴~19	柴~19	19	原作「㷮」。《廣》：「作曹切，火餘木也。」指未燃書的「柴」。今口語仍有此說。	19	原作「㷮」。《廣》：「作曹切，火餘木也。」指未燃書的「柴」。今口語仍有此說。			2025-05-16 17:04:56	2025-05-16 17:04:56
x9f7yqu4j5e	x9bnhz8fmva	爪	爪	2	郊	曾	交	之	90	90	牙	牙							2025-05-16 17:04:56	2025-05-16 17:04:56
x8x8m2p6g64	xcazds4x2y8	䖣	䖣	2	郊	曾	交	之	91	91	蚤20	狡~20	20	原註「蚊」，乃「蚤」之誤。《康》：「䖣同蚤。」《林》注「狡䖣」，疑乃「虼蚤」之誤。	20	原註「蚊」，乃「蚤」之誤。《康》：「䖣同蚤。」《林》注「狡䖣」，疑乃「虼蚤」之誤。			2025-05-16 17:04:56	2025-05-16 17:04:56
xh7wencpbvd	xqvamegnqvx	走	走	2	郊	曾	交	之	92	92	跑~	跑~							2025-05-16 17:04:56	2025-05-16 17:04:56
xj4mfsgyt5z	xve2zeg7tpj	竈	灶	3	郊	曾	交	之	93	93	煮飯之器	爨							2025-05-16 17:04:56	2025-05-16 17:04:56
xdfsfw6k8hh	xve2zeg7tpj	竈	竈	3	郊	曾	交	之	94	94	煮飯之器	爨							2025-05-16 17:04:56	2025-05-16 17:04:56
x6tc2mxnp8f	xds77mfa2db	躁	躁	3	郊	曾	交	之	95	95	急	急進							2025-05-16 17:04:56	2025-05-16 17:04:56
xp2uewzfrka	x5xyzmkkbut	巢	巢	5	郊	曾	交	之	96	96	鳥居	鳥姓							2025-05-16 17:04:56	2025-05-16 17:04:56
xjae4zuk59c			窼	5	郊	曾	交	之	97	97	穴	穴							2025-05-16 17:04:56	2025-05-16 17:04:56
x8cusg9p7ad	xk3ve82q9re	剿	剿	5	郊	曾	交	之	98	98	征~	征~							2025-05-16 17:04:56	2025-05-16 17:04:56
xz79fyt55jy	xk3ve82q9re	剿	勦	5	郊	曾	交	之	99	99	征~								2025-05-16 17:04:56	2025-05-16 17:04:56
xmtf6qd8d4r			𨄓	5	郊	曾	交	之	100	100	行捷	行捷							2025-05-16 17:04:56	2025-05-16 17:04:56
x6ffa5p6zwh	xuemekvgve8	慅	慅	5	郊	曾	交	之	101	101	懆								2025-05-16 17:04:56	2025-05-16 17:04:56
xu5x3b7b8wr	xntfxr8g9gu	棹	棹	7	郊	曾	交	之	102	102	進舡檝	進舡~							2025-05-16 17:04:56	2025-05-16 17:04:56
x4rfq7m8cud	xqz3w88zwvf	掉	掉	7	郊	曾	交	之	103	103	搖動	搖動							2025-05-16 17:04:56	2025-05-16 17:04:56
xpgskb2e472	x5ze3nkseet	嘲	嘲	7	郊	曾	交	之	104	104	戲	戲							2025-05-16 17:04:56	2025-05-16 17:04:56
xqgwzjt7d7b	x2tbrky2s7n	悼	悼	7	郊	曾	交	之	105	105	哀~21	哀~21	21	本音節「棹掉嘲悼」四字，與今口語讀音不同，與古反切亦不合，疑為仿官音。	21	本音節「棹掉嘲悼」四字，與今口語讀音不同，與古反切亦不合，疑為仿官音。			2025-05-16 17:04:56	2025-05-16 17:04:56
xd2bmf66dak	xg74markf4j	撓	撓	2	郊	日	交	女	106	106	屈	屈							2025-05-16 17:04:56	2025-05-16 17:04:56
x4yparp653x			遶	2	郊	日	交	女	107	107	環圉								2025-05-16 17:04:56	2025-05-16 17:04:56
xt42b3cvt9j	x3gg3d6qjqd	繞	繞	2	郊	日	交	女	108	108	缭~								2025-05-16 17:04:56	2025-05-16 17:04:56
x847b55rpae	x2e7envdm8a	獶	獶	2	郊	日	交	女	109	109	愁22	愁22	22	《玉篇》：「獶，奴巧切，犬驚貌。」音合，義有引申。	22	《玉篇》：「獶，奴巧切，犬驚貌。」音合，義有引申。			2025-05-16 17:04:56	2025-05-16 17:04:56
x8g84pak88s	xace4ntqf26	猱	猱	2	郊	日	交	女	110	110	23	同上猿屬23	23	釋義佚。《林》注：「同上，猿類。」「獶」有猿屬義，「同上」可。按：《廣》「猱」有奴刀，女救二切，一讀陽平，一讀陽去，此讀上聲，疑讀音有誤。	23	釋義佚。《林》注：「同上，猿類。」「獶」有猿屬義，「同上」可。按：《廣》「猱」有奴刀，女救二切，一讀陽平，一讀陽去，此讀上聲，疑讀音有誤。			2025-05-16 17:04:56	2025-05-16 17:04:56
xnkrxz6zqrr	xxsewfcjzjq	鐃	鐃	5	郊	日	交	女	111	111	鈸	鈸							2025-05-16 17:04:56	2025-05-16 17:04:56
xbktjudvz3z			㺜	5	郊	日	交	女	112	112	獅犬24	獅犬	24	原註「獅」，佚一「犬」字。《林》注「獅犬」。《說文》：「㺜，犬惡毛。」《字彙》：「㺜，獅犬。」					2025-05-16 17:04:56	2025-05-16 17:04:56
xh98259h6bq	xjmqv9wuz7k	嘵	嘵	5	郊	日	交	女	113	113	~，不平意								2025-05-16 17:04:56	2025-05-16 17:04:56
xy6xz2t2e7y	x3fuyud5bz8	峱	峱	5	郊	日	交	女	114	114	山名								2025-05-16 17:04:56	2025-05-16 17:04:56
xg9retwt6zg	x7x6w4ssk2k	鬧	鬧	7	郊	日	交	女	115	115	喧~	喧嚣							2025-05-16 17:04:56	2025-05-16 17:04:56
xwpgph3fpvs	xbeu42ex8ks	梢	梢	1	郊	時	交	授	116	116	木杪25	木杪	25	原註「大杪」，乃「木杪」之誤。石《林》皆注「木杪」。					2025-05-16 17:04:56	2025-05-16 17:04:56
xw8a8f2mc4r	x87hgg7aevf	稍	稍	2	郊	時	交	授	120	120	漸也少也	物出有漸，又少							2025-05-16 17:04:56	2025-05-16 17:04:56
xxd2ekx8jbx	xs3jkp594yr	嗽	嗽	3	郊	時	交	授	121	121	咳~	咳~							2025-05-16 17:04:56	2025-05-16 17:04:56
x32auhr87xm	xs3jkp594yr	嗽	瘶	3	郊	時	交	授	122	122	咳~	咳~							2025-05-16 17:04:56	2025-05-16 17:04:56
xfms667bheb	xet9xaeug22	掃	掃	3	郊	時	交	授	123	123	帚除粪⿰土屑之物	帚除粪土屑⿰之物							2025-05-16 17:04:56	2025-05-16 17:04:56
xepmu7t5uqw	xet9xaeug22	掃	埽	3	郊	時	交	授	124	124	帚除粪⿰土屑之物	帚除粪土屑⿰之物							2025-05-16 17:04:56	2025-05-16 17:04:56
xqfkuku8zyh	xa46rfgurhg	嘔	嘔	2	郊	鶯	交	亦	125	125	吐	吐水							2025-05-16 17:04:56	2025-05-16 17:04:56
xg97n4kersq	xeupr4c4k62	拗	拗	3	郊	鶯	交	亦	126	126	不順	不順							2025-05-16 17:04:56	2025-05-16 17:04:56
xx864yj7vx6	xyzrs9hg83h	柪	柪	3	郊	鶯	交	亦	127	127	曲木	曲木							2025-05-16 17:04:56	2025-05-16 17:04:56
xjnt432eczp	xn68utdpe4x	後	後	7	郊	鶯	交	亦	128	128	先反	不先							2025-05-16 17:04:56	2025-05-16 17:04:56
xbxbzphjdyr	xcy7pc6p6hz	卯	卯	2	郊	蒙	交	美	129	129	茂也地支	辰名，茂也							2025-05-16 17:04:56	2025-05-16 17:04:56
xceqpcwf9ph	x3wujx9c9gu	昴	昴	2	郊	蒙	交	美	130	130	宿名	宿名							2025-05-16 17:04:56	2025-05-16 17:04:56
xxhmk773g7k	xadeq5uqxpt	茅	茅	5	郊	蒙	交	美	131	131	草~	草名							2025-05-16 17:04:56	2025-05-16 17:04:56
xcdx29dpr4z	xcj47a3j2v2	矛	矛	5	郊	蒙	交	美	132	132	戈~	酋~							2025-05-16 17:04:56	2025-05-16 17:04:56
x253knxw72z	xwp7k5gqpjn	鍪	鍪	5	郊	蒙	交	美	133	133	頭盔	頭盔							2025-05-16 17:04:56	2025-05-16 17:04:56
x75hx4scxuk	xzmr6mhykxv	蟊	蟊	5	郊	蒙	交	美	134	134	食苗根蟲	食苗根蟲							2025-05-16 17:04:56	2025-05-16 17:04:56
xtxw4pz3jp6	xmbzg2mzj2v	貌	貌	7	郊	蒙	交	美	135	135	容~	容~							2025-05-16 17:04:56	2025-05-16 17:04:56
x85ryt885nh	xpanadtu8px	虠	虠	1	郊	語	交	鳥	136	136	貓聲26	貓聲26	26	《玉篇》：「虠，音姣，虎聲。」此借其音表示方言象聲詞。	26	《玉篇》：「虠，音姣，虎聲。」此借其音表示方言象聲詞。			2025-05-16 17:04:56	2025-05-16 17:04:56
xxjbkfpysag			咬	2	郊	語	交	鳥	137	137	齧	齧							2025-05-16 17:04:56	2025-05-16 17:04:56
xnenycmsmtv			齩	2	郊	語	交	鳥	138	138	齧	齧							2025-05-16 17:04:56	2025-05-16 17:04:56
x8f8q598y2p			䶧	2	郊	語	交	鳥	139	139	齧	齧							2025-05-16 17:04:56	2025-05-16 17:04:56
xx2gwbw7pkw			爻	3	郊	語	交	鳥	140	140	卦名	卦							2025-05-16 17:04:56	2025-05-16 17:04:56
x4mqmkrh8jm			姣	3	郊	語	交	鳥	141	141	媱也	媱也媚							2025-05-16 17:04:56	2025-05-16 17:04:56
xfps3e75x2t	x9ddham5qr9	筊	筊	3	郊	語	交	鳥	142	142	竹索	竹索							2025-05-16 17:04:56	2025-05-16 17:04:56
xczj6x4r5e2			殽	3	郊	語	交	鳥	143	143	饌	饌							2025-05-16 17:04:56	2025-05-16 17:04:56
xxbx2kcfgep			餚	3	郊	語	交	鳥	144	144	饌	饌							2025-05-16 17:04:56	2025-05-16 17:04:56
xbqutrvpdvy			肴	3	郊	語	交	鳥	145	145	饌	饌							2025-05-16 17:04:56	2025-05-16 17:04:56
xpgpehmzv9f	xu64yakjqjz	淆	淆	3	郊	語	交	鳥	146	146	混	混雜							2025-05-16 17:04:56	2025-05-16 17:04:56
xhkumguabh5			𨟿	3	郊	語	交	鳥	147	147	沽27	酒也	27	本音節「爻、姣、筊、肴、淆、醈」均屬匣母字，此讀疑母，屬於特殊音變。多數閩語同此。					2025-05-16 17:04:56	2025-05-16 17:04:56
xwpk3qkgesd	x83v9ydq2sm	藕	藕	7	郊	語	交	鳥	148	148	蓮根	蓮根							2025-05-16 17:04:56	2025-05-16 17:04:56
xf5s74ntva4	xb54k3w5ccb	樂	樂	7	郊	語	交	鳥	149	149	喜好也28	喜好28	28	《廣》：「樂，五敎切，好也。」音義俱合。口語表示喜好，愛好。	28	《廣》：「樂，五敎切，好也。」音義俱合。口語表示喜好，愛好。			2025-05-16 17:04:56	2025-05-16 17:04:56
x6tja3g96ch	xhmz6fgsc72	埔	埔	1	過	邊	朱	邊	11	11	平~3	平~	3	《康》無「埔」字。系閩粵方言區所造俗字。今仍常見。意指大片平地。多用作地名。					2025-05-16 17:04:56	2025-05-16 17:04:56
xyap7b7gsq3	xxwv6dsfsqb	艄	艄	1	郊	時	交	授	117	117	撑舡人	舡後							2025-06-16 14:37:48	2025-05-16 17:04:56
xk2k5zgss92	xr729r4t3eh	弰	弰	1	郊	時	交	授	119	119	弓末	弓末							2026-03-26 19:18:53	2025-05-16 17:04:56
xxjkttsk8u6	x8963hwthdq	抄	抄	1	郊	出	交	出	150	150	寫，又掠~29	没~，掠29	29	原作「杪」，乃「抄」之誤。石《林》皆作「抄」。《林》注「⿰氵另~掠」，乃「沒~掠」之誤。石注「沒，抄掠」。《廣》∶「~抄，楚交切，略也。」今有「抄家」一詞。	29	原作「杪」，乃「抄」之誤。石《林》皆作「抄」。《林》注「⿰氵另~掠」，乃「沒~掠」之誤。石注「沒，抄掠」。《廣》∶「~抄，楚交切，略也。」今有「抄家」一詞。			2025-05-16 17:04:56	2025-05-16 17:04:56
xkdqp7upwmy	x4qtd35x3k9	操	操	1	郊	出	交	出	151	151	練	練							2025-05-16 17:04:56	2025-05-16 17:04:56
xc5kmkg6j3h	x4dndnshjec	搊	搊	1	郊	出	交	出	152	152	雨手~衣	衣							2025-05-16 17:04:56	2025-05-16 17:04:56
x84df3rpkza	x569utt7yac	草	草	2	郊	出	交	出	153	153	百卉總名	百卉總名							2025-05-16 17:04:56	2025-05-16 17:04:56
